csv-epoch,csv-train_loss_step,step,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/exact
0,6.2506208419799805,0,,,,
0,5.960690021514893,1,,,,
0,5.51690673828125,2,,,,
0,5.199424743652344,3,,,,
0,4.787595748901367,4,,,,
0,4.865224361419678,5,,,,
0,4.572849273681641,6,,,,
0,4.2855072021484375,7,,,,
0,4.351255416870117,8,,,,
0,4.192714214324951,9,,,,
0,3.9905059337615967,10,,,,
0,4.007053375244141,11,,,,
0,4.007208824157715,12,,,,
,,0,3.246157169342041,,,
,,1,3.2091050148010254,,,
0,,12,,3.2319064140319824,,
0,,12,,,4.775662422180176,0.0
1,3.8315601348876953,13,,,,
1,3.724087715148926,14,,,,
1,3.6982741355895996,15,,,,
1,3.662653923034668,16,,,,
1,3.438417673110962,17,,,,
1,3.475123882293701,18,,,,
1,3.36561918258667,19,,,,
1,3.2768125534057617,20,,,,
1,3.326630115509033,21,,,,
1,3.131699562072754,22,,,,
1,3.244537830352783,23,,,,
1,3.1435227394104004,24,,,,
1,2.9361379146575928,25,,,,
,,2,2.6382956504821777,,,
,,3,2.634169816970825,,,
1,,25,,2.6367087364196777,,
1,,25,,,3.4087812900543213,0.0
2,3.0955896377563477,26,,,,
2,3.036069393157959,27,,,,
2,2.9522221088409424,28,,,,
2,2.886636257171631,29,,,,
2,2.803191661834717,30,,,,
2,2.8229033946990967,31,,,,
2,2.754270076751709,32,,,,
2,2.74501633644104,33,,,,
2,2.7622604370117188,34,,,,
2,2.6928396224975586,35,,,,
2,2.693716287612915,36,,,,
2,2.659097671508789,37,,,,
2,2.6316874027252197,38,,,,
,,4,2.4525697231292725,,,
,,5,2.4529199600219727,,,
2,,38,,2.452704429626465,,
2,,38,,,2.8121583461761475,0.0
3,2.636314868927002,39,,,,
3,2.6585090160369873,40,,,,
3,2.6234941482543945,41,,,,
3,2.594477653503418,42,,,,
3,2.581305980682373,43,,,,
3,2.5759944915771484,44,,,,
3,2.5739495754241943,45,,,,
3,2.543792724609375,46,,,,
3,2.5275416374206543,47,,,,
3,2.5473313331604004,48,,,,
3,2.5334575176239014,49,,,,
3,2.529872417449951,50,,,,
3,2.522568702697754,51,,,,
,,6,2.4152638912200928,,,
,,7,2.409010171890259,,,
3,,51,,2.412858486175537,,
3,,51,,,2.5734593868255615,0.0
4,2.5196022987365723,52,,,,
4,2.5165035724639893,53,,,,
4,2.5226378440856934,54,,,,
4,2.533247709274292,55,,,,
4,2.488227367401123,56,,,,
4,2.4931938648223877,57,,,,
4,2.485048532485962,58,,,,
4,2.4905660152435303,59,,,,
4,2.4862706661224365,60,,,,
4,2.497140645980835,61,,,,
4,2.4804494380950928,62,,,,
4,2.4926083087921143,63,,,,
4,2.485927104949951,64,,,,
,,8,2.3702194690704346,,,
,,9,2.360060691833496,,,
4,,64,,2.366312265396118,,
4,,64,,,2.4994704723358154,0.0
5,2.4516420364379883,65,,,,
5,2.483567714691162,66,,,,
5,2.471132516860962,67,,,,
5,2.47965145111084,68,,,,
5,2.4490180015563965,69,,,,
5,2.4593124389648438,70,,,,
5,2.4708149433135986,71,,,,
5,2.453016519546509,72,,,,
5,2.47017240524292,73,,,,
5,2.457858085632324,74,,,,
5,2.4254519939422607,75,,,,
5,2.4244608879089355,76,,,,
5,2.463897705078125,77,,,,
,,10,2.3034794330596924,,,
,,11,2.2912259101867676,,,
5,,77,,2.2987663745880127,,
5,,77,,,2.4584085941314697,0.0
6,2.4320712089538574,78,,,,
6,2.4466044902801514,79,,,,
6,2.4249658584594727,80,,,,
6,2.422219753265381,81,,,,
6,2.4085731506347656,82,,,,
6,2.423830032348633,83,,,,
6,2.4267194271087646,84,,,,
6,2.410829544067383,85,,,,
6,2.418057680130005,86,,,,
6,2.3927557468414307,87,,,,
6,2.358022689819336,88,,,,
6,2.3528809547424316,89,,,,
6,2.3672032356262207,90,,,,
,,12,2.2434849739074707,,,
,,13,2.2361984252929688,,,
6,,90,,2.240682363510132,,
6,,90,,,2.4068996906280518,0.0
7,2.362337112426758,91,,,,
7,2.3568692207336426,92,,,,
7,2.353222608566284,93,,,,
7,2.3890461921691895,94,,,,
7,2.3703157901763916,95,,,,
7,2.323275327682495,96,,,,
7,2.3318443298339844,97,,,,
7,2.3266172409057617,98,,,,
7,2.323331832885742,99,,,,
7,2.311370372772217,100,,,,
7,2.3144943714141846,101,,,,
7,2.293853759765625,102,,,,
7,2.2871217727661133,103,,,,
,,14,2.193366527557373,,,
,,15,2.1600136756896973,,,
7,,103,,2.1805386543273926,,
7,,103,,,2.3345870971679688,0.0
8,2.269775867462158,104,,,,
8,2.2831907272338867,105,,,,
8,2.306051254272461,106,,,,
8,2.3035998344421387,107,,,,
8,2.2738842964172363,108,,,,
8,2.3036913871765137,109,,,,
8,2.290773391723633,110,,,,
8,2.2777717113494873,111,,,,
8,2.2720906734466553,112,,,,
8,2.272602081298828,113,,,,
8,2.275247097015381,114,,,,
8,2.2737009525299072,115,,,,
8,2.2465310096740723,116,,,,
,,16,2.146897554397583,,,
,,17,2.112077474594116,,,
8,,116,,2.133505344390869,,
8,,116,,,2.281017303466797,0.0
9,2.2472944259643555,117,,,,
9,2.2649195194244385,118,,,,
9,2.2564187049865723,119,,,,
9,2.239283561706543,120,,,,
9,2.2420661449432373,121,,,,
9,2.223205804824829,122,,,,
9,2.2286734580993652,123,,,,
9,2.2030715942382812,124,,,,
9,2.2330849170684814,125,,,,
9,2.211379051208496,126,,,,
9,2.2306923866271973,127,,,,
9,2.2365951538085938,128,,,,
9,2.240565776824951,129,,,,
,,18,2.110426902770996,,,
,,19,2.068028688430786,,,
9,,129,,2.0941200256347656,,
9,,129,,,2.2351207733154297,0.0
10,2.229635715484619,130,,,,
10,2.2158749103546143,131,,,,
10,2.182670831680298,132,,,,
10,2.2245614528656006,133,,,,
10,2.206449031829834,134,,,,
10,2.221574306488037,135,,,,
10,2.2074952125549316,136,,,,
10,2.1990902423858643,137,,,,
10,2.225914478302002,138,,,,
10,2.1991820335388184,139,,,,
10,2.184746742248535,140,,,,
10,2.1826655864715576,141,,,,
10,2.200526475906372,142,,,,
,,20,2.120488166809082,,,
,,21,2.0886168479919434,,,
10,,142,,2.1082301139831543,,
10,,142,,,2.2062387466430664,0.0
11,2.201484441757202,143,,,,
11,2.1634936332702637,144,,,,
11,2.180510997772217,145,,,,
11,2.193772554397583,146,,,,
11,2.1606388092041016,147,,,,
11,2.199388027191162,148,,,,
11,2.1667706966400146,149,,,,
11,2.199335813522339,150,,,,
11,2.1779942512512207,151,,,,
11,2.182722568511963,152,,,,
11,2.140127420425415,153,,,,
11,2.151897668838501,154,,,,
11,2.1943228244781494,155,,,,
,,22,2.0897634029388428,,,
,,23,2.055354118347168,,,
11,,155,,2.076529026031494,,
11,,155,,,2.1777219772338867,0.0
12,2.169564723968506,156,,,,
12,2.195211887359619,157,,,,
12,2.1585450172424316,158,,,,
12,2.1872477531433105,159,,,,
12,2.1532881259918213,160,,,,
12,2.1603736877441406,161,,,,
12,2.1548845767974854,162,,,,
12,2.1379048824310303,163,,,,
12,2.181535482406616,164,,,,
12,2.202363967895508,165,,,,
12,2.160965919494629,166,,,,
12,2.1664435863494873,167,,,,
12,2.1181397438049316,168,,,,
,,24,2.0947265625,,,
,,25,2.068965196609497,,,
12,,168,,2.0848183631896973,,
12,,168,,,2.1655690670013428,0.0
13,2.1755316257476807,169,,,,
13,2.1704461574554443,170,,,,
13,2.16642165184021,171,,,,
13,2.1665446758270264,172,,,,
13,2.15557599067688,173,,,,
13,2.136986494064331,174,,,,
13,2.114877223968506,175,,,,
13,2.1548051834106445,176,,,,
13,2.1121115684509277,177,,,,
13,2.13897442817688,178,,,,
13,2.133272409439087,179,,,,
13,2.1271448135375977,180,,,,
13,2.1520252227783203,181,,,,
,,26,2.1009104251861572,,,
,,27,2.076322317123413,,,
13,,181,,2.091453790664673,,
13,,181,,,2.14646315574646,0.0
14,2.138946533203125,182,,,,
14,2.1398074626922607,183,,,,
14,2.157968044281006,184,,,,
14,2.1440491676330566,185,,,,
14,2.1456093788146973,186,,,,
14,2.127981662750244,187,,,,
14,2.150599241256714,188,,,,
14,2.1782920360565186,189,,,,
14,2.1269290447235107,190,,,,
14,2.1337296962738037,191,,,,
14,2.1613001823425293,192,,,,
14,2.1239426136016846,193,,,,
14,2.1454544067382812,194,,,,
,,28,2.1007049083709717,,,
,,29,2.0753581523895264,,,
14,,194,,2.090956211090088,,
14,,194,,,2.144188642501831,0.0
15,2.1514933109283447,195,,,,
15,2.1210145950317383,196,,,,
15,2.1258153915405273,197,,,,
15,2.1282799243927,198,,,,
15,2.1450283527374268,199,,,,
15,2.1534109115600586,200,,,,
15,2.126798629760742,201,,,,
15,2.1292686462402344,202,,,,
15,2.1320078372955322,203,,,,
15,2.131946325302124,204,,,,
15,2.148407220840454,205,,,,
15,2.1695291996002197,206,,,,
15,2.122732639312744,207,,,,
,,30,2.115830183029175,,,
,,31,2.101989507675171,,,
15,,207,,2.110507011413574,,
15,,207,,,2.1375060081481934,0.0
16,2.1532256603240967,208,,,,
16,2.0931365489959717,209,,,,
16,2.121114730834961,210,,,,
16,2.103599786758423,211,,,,
16,2.133638858795166,212,,,,
16,2.124361753463745,213,,,,
16,2.0776267051696777,214,,,,
16,2.1580135822296143,215,,,,
16,2.119035243988037,216,,,,
16,2.1414036750793457,217,,,,
16,2.0886077880859375,218,,,,
16,2.1151235103607178,219,,,,
16,2.1212449073791504,220,,,,
,,32,2.117462635040283,,,
,,33,2.1046359539031982,,,
16,,220,,2.1125292778015137,,
16,,220,,,2.1192214488983154,0.0
